,Sector_1,Sector_2,Duration
0,5,6,0.6364038972542072
1,5,151,0.5917626217891939
2,5,155,0.5496014171833481
3,5,156,0.6913197519929141
4,5,157,0.8241806908768822
5,5,159,0.5379096545615589
6,5,160,0.8574844995571302
7,5,161,0.704074402125775
8,5,162,0.7352524357838794
9,5,165,0.7954827280779451
10,5,166,0.7848538529672276
11,5,2,0.5102745792736935
12,5,3,0.6137289636846767
13,5,4,0.5446412754650132
14,52,59,0.7568644818423383
15,52,75,0.5570416297608503
16,52,76,0.4418954827280779
17,52,77,0.699822852081488
18,52,78,0.7643046944198405
19,52,95,0.47165633303808674
20,52,97,0.4929140832595217
21,52,98,0.6105403011514614
22,52,99,0.5173604960141718
23,52,100,0.48157661647475636
24,52,101,0.5938883968113374
25,52,102,0.6144375553587245
26,52,203,0.5131089459698848
27,52,206,0.633215234720992
28,52,110,0.5960141718334809
29,52,209,0.7086802480070858
30,52,210,0.6395925597874225
31,52,111,0.7285208148804252
32,52,213,0.6817537643932683
33,52,216,0.5744021257750221
34,52,217,0.6254207263064658
35,52,136,0.7848538529672276
36,52,137,0.5754650132860939
37,52,50,0.4755535872453498
38,52,51,0.4720106288751107
39,53,54,0.8674047829937999
40,53,55,0.7926483613817537
41,53,59,0.6658104517271922
42,53,60,0.80859167404783
43,53,64,0.7271036315323295
44,53,65,0.7880425155004429
45,53,66,0.6123117803365811
46,53,67,0.6608503100088574
47,53,71,0.5099202834366696
48,53,72,0.5726306465899025
49,53,77,0.7072630646589902
50,53,78,0.5761736049601417
51,53,79,0.8068201948627103
52,53,81,0.7522586359610274
53,53,82,0.7611160318866252
54,53,187,0.7604074402125776
55,53,101,0.6013286093888397
56,53,190,0.7940655447298495
57,53,102,0.6218777679362267
58,53,105,0.7235606731620903
59,53,106,0.8698848538529672
60,53,107,0.7419840566873339
61,53,108,0.6077059344552701
62,53,202,0.7370239149689991
63,53,109,0.5953055801594331
64,53,203,0.6750221434898139
65,53,204,0.703720106288751
66,53,110,0.7579273693534101
67,53,207,0.683525243578388
68,53,209,0.6689991142604075
69,53,111,0.6686448184233835
70,53,213,0.6891939769707706
71,53,112,0.6594331266607617
72,53,113,0.5885739592559788
73,53,114,0.5173604960141718
74,53,217,0.6328609388839681
75,53,115,0.7504871567759078
76,53,116,0.762533215234721
77,53,119,0.7193091231178033
78,53,120,0.7278122232063773
79,53,136,0.5967227635075287
80,53,137,0.737378210806023
81,54,55,0.8443755535872454
82,54,56,0.7565101860053144
83,54,59,0.6144375553587245
84,54,60,0.7806023029229406
85,54,64,0.778830823737821
86,54,65,0.7366696191319752
87,54,66,0.6640389725420726
88,54,67,0.712577502214349
89,54,72,0.5212577502214348
90,54,73,0.5549158547387067
91,54,77,0.6558901682905226
92,54,78,0.5428697962798936
93,54,79,0.8369353410097431
94,54,81,0.8039858281665191
95,54,82,0.8128432240921168
96,54,83,0.6895482728077944
97,54,187,0.7093888396811336
98,54,190,0.7430469441984057
99,54,105,0.6721877767936226
100,54,106,0.7558015943312666
101,54,199,0.6505757307351638
102,54,107,0.7937112488928255
103,54,200,0.6268379096545615
104,54,202,0.7887511071744907
105,54,109,0.5439326837909654
106,54,204,0.7550930026572188
107,54,110,0.7069087688219663
108,54,207,0.7348981399468556
109,54,111,0.6172719220549158
110,54,213,0.7405668733392382
111,54,112,0.7111603188662533
112,54,113,0.6399468556244464
113,54,114,0.5099202834366696
114,54,115,0.7224977856510185
115,54,116,0.8142604074402126
116,54,118,0.48370239149689986
117,54,119,0.7710363153232949
118,54,120,0.7791851195748449
119,54,121,0.7324180690876883
120,54,122,0.5892825509300266
121,54,124,0.5719220549158547
122,54,125,0.6906111603188663
123,54,136,0.5634189548272808
124,54,137,0.6860053144375553
125,55,56,0.8316209034543844
126,55,57,0.7366696191319752
127,55,60,0.5967227635075287
128,55,61,0.5807794508414525
129,55,64,0.8178033658104518
130,55,65,0.5825509300265722
131,55,66,0.633215234720992
132,55,67,0.6817537643932683
133,55,68,0.5758193091231177
134,55,72,0.3671390611160318
135,55,73,0.5240921169176262
136,55,74,0.5531443755535872
137,55,79,0.6254207263064658
138,55,80,0.6792736935341009
139,55,81,0.7178919397697077
140,55,82,0.7147032772364924
141,55,83,0.7643046944198405
142,55,85,0.5187776793622675
143,55,190,0.5885739592559788
144,55,106,0.6576616474756422
145,55,199,0.7253321523472098
146,55,107,0.695571302037201
147,55,200,0.7015943312666075
148,55,202,0.6906111603188663
149,55,204,0.7742249778565101
150,55,110,0.5460584588131089
151,55,207,0.754030115146147
152,55,111,0.45642161204605847
153,55,112,0.7299379982285208
154,55,113,0.6094774136403897
155,55,114,0.4790965456155889
156,55,115,0.6176262178919398
157,55,116,0.5906997342781222
158,55,118,0.4475642161204606
159,55,119,0.6860053144375553
160,55,120,0.853941541186891
161,55,121,0.8071744906997342
162,55,122,0.6640389725420726
163,55,123,0.5605845881310895
164,55,124,0.6466784765279008
165,55,125,0.7653675819309123
166,55,127,0.6565987599645704
167,55,128,0.7182462356067316
168,55,136,0.5007085916740478
169,56,57,0.8231178033658104
170,56,60,0.5797165633303809
171,56,61,0.6672276350752879
172,56,64,0.5382639503985828
173,56,66,0.579362267493357
174,56,67,0.6279007971656333
175,56,68,0.6619131975199292
176,56,69,0.6672276350752879
177,56,74,0.5053144375553587
178,56,79,0.5963684676705049
179,56,80,0.6254207263064658
180,56,81,0.6640389725420726
181,56,83,0.7104517271922055
182,56,84,0.7419840566873339
183,56,85,0.6052258635961028
184,56,88,0.7150575730735164
185,56,89,0.6906111603188663
186,56,90,0.7196634189548272
187,56,199,0.8117803365810452
188,56,107,0.6785651018600531
189,56,200,0.7880425155004429
190,56,204,0.7572187776793622
191,56,207,0.7370239149689991
192,56,112,0.7129317980513729
193,56,113,0.5556244464127547
194,56,114,0.42559787422497775
195,56,115,0.5637732506643046
196,56,116,0.5736935341009743
197,56,118,0.39973427812223206
198,56,119,0.6321523472099203
199,56,120,0.5591674047829938
200,56,121,0.6782108060230292
201,56,122,0.7504871567759078
202,56,123,0.6466784765279008
203,56,124,0.733126660761736
204,56,125,0.8518157661647475
205,56,126,0.6877767936226749
206,56,127,0.7430469441984057
207,56,128,0.8046944198405669
208,56,130,0.658015943312666
209,57,61,0.7632418069087687
210,57,62,0.40186005314437545
211,57,64,0.4950398582816652
212,57,67,0.6002657218777679
213,57,68,0.6342781222320637
214,57,69,0.6395925597874225
215,57,80,0.5974313551815766
216,57,81,0.6360496014171834
217,57,83,0.68281665190434
218,57,84,0.8379982285208148
219,57,85,0.6852967227635075
220,57,87,0.4897254207263064
221,57,88,0.8110717449069973
222,57,89,0.7866253321523472
223,57,90,0.8156775907883083
224,57,91,0.4085916740478299
225,57,171,0.5882196634189548
226,57,199,0.7267493356953055
227,57,200,0.7033658104517271
228,57,115,0.5361381753764393
229,57,116,0.4890168290522585
230,57,118,0.37174490699734275
231,57,119,0.6045172719220548
232,57,120,0.5315323294951284
233,57,121,0.5935341009743135
234,57,122,0.6654561558901683
235,57,123,0.6190434012400354
236,57,124,0.7051372896368467
237,57,125,0.6537643932683791
238,57,126,0.6601417183348095
239,57,127,0.7150575730735164
240,57,128,0.6066430469441983
241,57,130,0.7543844109831709
242,57,131,0.7483613817537644
243,6,7,0.4482728077945084
244,6,150,0.5960141718334809
245,6,151,0.5719220549158547
246,6,154,0.583613817537644
247,6,155,0.6952170062001771
248,6,156,0.6594331266607617
249,6,157,0.791939769707706
250,6,158,0.5573959255978742
251,6,159,0.5060230292294066
252,6,160,0.8255978742249779
253,6,161,0.6721877767936226
254,6,162,0.7033658104517271
255,6,165,0.7635961027457927
256,6,166,0.7529672276350753
257,6,2,0.6562444641275464
258,6,3,0.7596988485385296
259,6,4,0.6906111603188663
260,58,70,0.5106288751107174
261,58,75,0.6073516386182463
262,58,76,0.637466784765279
263,58,92,0.48015943312666065
264,58,93,0.49255978742249773
265,58,94,0.795837023914969
266,58,95,0.7054915854738706
267,58,96,0.8234720992028344
268,58,97,0.7271036315323295
269,58,98,0.3434012400354295
270,58,99,0.6116031886625333
271,58,206,0.3657218777679363
272,58,208,0.5821966341895483
273,58,210,0.37245349867139055
274,58,212,0.562356067316209
275,58,214,0.4589016829052258
276,58,216,0.5570416297608503
277,58,218,0.7993799822852081
278,58,219,0.6140832595217006
279,58,133,0.7632418069087687
280,58,49,0.7643046944198405
281,58,50,0.7097431355181576
282,58,51,0.6672276350752879
283,59,60,0.6133746678476528
284,59,65,0.5928255093002657
285,59,66,0.41709477413640395
286,59,71,0.5028343666961913
287,59,72,0.4195748449955713
288,59,77,0.8620903454384411
289,59,78,0.7310008857395925
290,59,79,0.6116031886625333
291,59,82,0.5658990256864481
292,59,98,0.7062001771479185
293,59,99,0.6130203720106289
294,59,100,0.5772364924712134
295,59,187,0.5655447298494243
296,59,101,0.5609388839681134
297,59,190,0.5992028343666962
298,59,102,0.5811337466784765
299,59,103,0.5722763507528786
300,59,104,0.5322409211691762
301,59,105,0.5283436669619131
302,59,106,0.6746678476527901
303,59,107,0.5467670504871568
304,59,108,0.5102745792736935
305,59,202,0.541806908768822
306,59,109,0.44224977856510184
307,59,203,0.4798051372896368
308,59,110,0.5630646589902568
309,59,209,0.8043401240035429
310,59,111,0.6952170062001771
311,59,213,0.6484499557130203
312,59,113,0.39335695305580154
313,59,217,0.5924712134632418
314,59,136,0.7515500442869796
315,59,137,0.5421612046058458
316,59,51,0.5676705048715677
317,60,64,0.662621789193977
318,60,65,0.6675819309123118
319,60,66,0.6473870682019486
320,60,67,0.6959255978742249
321,60,68,0.4029229406554473
322,60,71,0.3894596988485385
323,60,72,0.45217006200177146
324,60,73,0.5382639503985828
325,60,74,0.5673162090345438
326,60,77,0.5868024800708591
327,60,78,0.45571302037201056
328,60,79,0.7674933569530558
329,60,80,0.6934455270150575
330,60,81,0.787333923826395
331,60,82,0.6966341895482728
332,60,83,0.5917626217891939
333,60,187,0.6399468556244464
334,60,190,0.6736049601417182
335,60,104,0.41851195748449943
336,60,105,0.6031000885739592
337,60,106,0.6395925597874225
338,60,107,0.6775022143489813
339,60,200,0.5290522586359611
340,60,108,0.48724534986713897
341,60,202,0.6725420726306466
342,60,109,0.474844995571302
343,60,203,0.5545615589016829
344,60,204,0.6388839681133747
345,60,110,0.637466784765279
346,60,207,0.6186891054030115
347,60,111,0.5481842338352524
348,60,112,0.5949512843224092
349,60,113,0.6236492471213463
350,60,114,0.49326837909654553
351,60,115,0.8610274579273693
352,60,116,0.6980513728963684
353,60,117,0.4943312666076173
354,60,118,0.4613817537643933
355,60,119,0.7543844109831709
356,60,120,0.6813994685562444
357,60,121,0.6346324180690877
358,60,122,0.491496899911426
359,60,123,0.38768821966341893
360,60,124,0.47378210806023024
361,60,136,0.47590788308237375
362,60,137,0.6169176262178919
363,61,62,0.453941541186891
364,61,64,0.6509300265721878
365,61,67,0.7561558901682905
366,61,68,0.7901682905225864
367,61,69,0.7954827280779451
368,61,74,0.6335695305580159
369,61,80,0.7533215234720991
370,61,81,0.791939769707706
371,61,83,0.8387068201948626
372,61,84,0.699822852081488
373,61,85,0.5630646589902568
374,61,87,0.645615589016829
375,61,88,0.6728963684676705
376,61,89,0.6484499557130203
377,61,90,0.6775022143489813
378,61,91,0.46067316209034537
379,61,171,0.7441098317094774
380,61,199,0.7696191319751993
381,61,200,0.7462356067316209
382,61,115,0.6920283436669619
383,61,118,0.5276350752878654
384,61,119,0.7604074402125776
385,61,120,0.6874224977856509
386,61,121,0.6403011514614703
387,61,122,0.708325952170062
388,61,123,0.7749335695305579
389,61,124,0.8610274579273693
390,61,125,0.8100088573959257
391,61,126,0.8160318866253321
392,61,127,0.870947741364039
393,61,128,0.7628875110717449
394,61,129,0.5775907883082374
395,61,130,0.6162090345438441
396,61,131,0.6101860053144376
397,62,63,0.4656333038086802
398,62,69,0.708325952170062
399,62,84,0.6126660761736049
400,62,85,0.6672276350752879
401,62,86,0.4344552701505757
402,62,87,0.558458813108946
403,62,88,0.5857395925597875
404,62,89,0.5612931798051373
405,62,90,0.5903454384410983
406,62,91,0.42134632418069085
407,62,168,0.4656333038086802
408,62,123,0.6877767936226749
409,62,124,0.7738706820194863
410,62,126,0.728875110717449
411,62,127,0.7837909654561559
412,62,128,0.6753764393268379
413,62,129,0.4904340124003542
414,62,130,0.8702391496899912
415,62,131,0.8064658990256864
416,62,132,0.5042515500442869
417,62,221,0.4840566873339238
418,7,8,0.787333923826395
419,7,156,0.6126660761736049
420,7,157,0.745527015057573
421,7,160,0.6009743135518157
422,7,161,0.8496899911426041
423,7,162,0.8808680248007086
424,7,165,0.7168290522586359
425,7,166,0.7062001771479185
426,7,170,0.8585473870682019
427,7,173,0.3111603188662533
428,7,174,0.2959255978742249
429,7,175,0.770682019486271
430,7,181,0.3880425155004428
431,7,182,0.34517271922054915
432,7,184,0.20628875110717448
433,63,84,0.5605845881310895
434,63,86,0.3823737821080603
435,63,89,0.5092116917626217
436,63,90,0.5382639503985828
437,63,91,0.8737821080602303
438,63,168,0.41355181576616473
439,63,129,0.4383525243578388
440,63,130,0.8181576616474756
441,63,131,0.7543844109831709
442,63,132,0.45217006200177146
443,63,221,0.43197519929140826
444,64,65,0.6356953055801594
445,64,66,0.5
446,64,67,0.5485385296722763
447,64,68,0.3370239149689991
448,64,79,0.6728963684676705
449,64,81,0.6399468556244464
450,64,82,0.7745792736935341
451,64,83,0.5255093002657218
452,64,85,0.5726306465899025
453,64,190,0.641718334809566
454,64,106,0.7175376439326837
455,64,199,0.6140832595217006
456,64,107,0.7554472984942426
457,64,200,0.6590788308237377
458,64,202,0.7504871567759078
459,64,204,0.833746678476528
460,64,110,0.6055801594331266
461,64,207,0.8135518157661648
462,64,111,0.5162976085031
463,64,112,0.7898139946855625
464,64,113,0.4762621789193976
465,64,114,0.3650132860938883
466,64,115,0.5981399468556244
467,64,116,0.6505757307351638
468,64,118,0.3827280779450841
469,64,119,0.6073516386182463
470,64,120,0.6155004428697963
471,64,121,0.5687333923826395
472,64,122,0.6211691762621789
473,64,123,0.3217891939769707
474,64,124,0.407883082373782
475,64,125,0.5269264836138174
476,64,127,0.41780336581045174
477,64,128,0.4798051372896368
478,64,136,0.5605845881310895
479,65,66,0.48653675819309117
480,65,67,0.5354295837023915
481,65,71,0.5148804251550044
482,65,72,0.7033658104517271
483,65,73,0.4404782993799823
484,65,77,0.8379982285208148
485,65,78,0.7069087688219663
486,65,79,0.6810451727192205
487,65,81,0.6268379096545615
488,65,82,0.6356953055801594
489,65,187,0.7657218777679362
490,65,190,0.7993799822852081
491,65,102,0.6193976970770594
492,65,103,0.5846767050487156
493,65,104,0.5442869796279893
494,65,105,0.854295837023915
495,65,106,0.7441098317094774
496,65,107,0.6162090345438441
497,65,108,0.6126660761736049
498,65,202,0.6112488928255093
499,65,109,0.7260407440212577
500,65,203,0.8057573073516386
501,65,110,0.854295837023915
502,65,207,0.557750221434898
503,65,209,0.8000885739592559
504,65,111,0.7646589902568645
505,65,213,0.6867139061116032
506,65,112,0.5340124003542958
507,65,113,0.4627989371124889
508,65,114,0.5223206377325066
509,65,115,0.624712134632418
510,65,116,0.6371124889282551
511,65,117,0.6197519929140832
512,65,118,0.5400354295837023
513,65,119,0.5938883968113374
514,65,136,0.7274579273693533
515,65,137,0.8681133746678477
516,66,67,0.5772364924712134
517,66,68,0.27325066430469436
518,66,71,0.5903454384410983
519,66,72,0.6530558015943313
520,66,73,0.5159433126660762
521,66,74,0.5889282550930026
522,66,77,0.787688219663419
523,66,79,0.6307351638618246
524,66,80,0.553498671390611
525,66,81,0.5761736049601417
526,66,82,0.5850310008857396
527,66,83,0.4617360496014171
528,66,187,0.8408325952170062
529,66,190,0.8744906997342781
530,66,104,0.6197519929140832
531,66,105,0.8039858281665191
532,66,106,0.6937998228520814
533,66,107,0.5658990256864481
534,66,108,0.6881310894596988
535,66,202,0.5609388839681134
536,66,109,0.6757307351638617
537,66,203,0.7554472984942426
538,66,204,0.5276350752878654
539,66,110,0.8039858281665191
540,66,207,0.5074402125775022
541,66,111,0.7143489813994686
542,66,112,0.483348095659876
543,66,113,0.512400354295837
544,66,114,0.5977856510186005
545,66,115,0.5744021257750221
546,66,116,0.5868024800708591
547,66,117,0.6952170062001771
548,66,118,0.6155004428697963
549,66,119,0.5435783879539415
550,66,120,0.5517271922054916
551,66,121,0.5049601417183348
552,66,122,0.3614703277236492
553,66,123,0.258015943312666
554,66,124,0.3441098317094774
555,66,136,0.6771479185119574
556,66,137,0.8178033658104518
557,66,28,0.6431355181576616
558,67,68,0.39689991142604064
559,67,69,0.4022143489813994
560,67,72,0.6045172719220548
561,67,73,0.7614703277236492
562,67,74,0.5612931798051373
563,67,79,0.7618246235606732
564,67,80,0.6874224977856509
565,67,81,0.7813108945969884
566,67,83,0.5857395925597875
567,67,171,0.6466784765279008
568,67,187,0.7922940655447298
569,67,190,0.8259521700620018
570,67,106,0.6452612931798052
571,67,107,0.6714791851195748
572,67,200,0.5230292294065544
573,67,109,0.6271922054915854
574,67,204,0.633215234720992
575,67,110,0.7554472984942426
576,67,112,0.5889282550930026
577,67,113,0.8468556244464127
578,67,114,0.7164747564216121
579,67,115,0.8550044286979628
580,67,116,0.6920283436669619
581,67,117,0.6466784765279008
582,67,118,0.5669619131975199
583,67,119,0.7483613817537644
584,67,120,0.6753764393268379
585,67,121,0.6286093888396811
586,67,122,0.4854738706820194
587,67,123,0.38166519043401237
588,67,124,0.46811337466784764
589,67,125,0.5868024800708591
590,67,126,0.42276350752878655
591,67,127,0.4776793622674933
592,67,128,0.5396811337466785
593,67,25,0.4922054915854739
594,67,27,0.4645704162976084
595,68,69,0.4358724534986713
596,68,73,0.6838795394154118
597,68,74,0.745527015057573
598,68,79,0.7214348981399468
599,68,80,0.8713020372010629
600,68,81,0.8139061116031887
601,68,83,0.6190434012400354
602,68,84,0.5106288751107174
603,68,85,0.3735163861824624
604,68,87,0.4875996457041629
605,68,88,0.48370239149689986
606,68,171,0.8305580159433126
607,68,199,0.5800708591674048
608,68,113,0.7689105403011515
609,68,114,0.6388839681133747
610,68,115,0.7774136403897254
611,68,116,0.6519929140832594
612,68,117,0.5687333923826395
613,68,118,0.6395925597874225
614,68,119,0.7820194862710363
615,68,120,0.7090345438441098
616,68,121,0.662267493356953
617,68,122,0.5191319751992913
618,68,123,0.4153232949512843
619,68,124,0.5014171833480956
620,68,125,0.620460584588131
621,68,126,0.45642161204605847
622,68,127,0.5113374667847653
623,68,128,0.5733392382639504
624,68,129,0.6392382639503986
625,68,130,0.4670504871567759
626,68,25,0.6367581930912312
627,69,74,0.5272807794508414
628,69,80,0.5970770593445527
629,69,81,0.5017714791851196
630,69,83,0.30690876882196627
631,69,84,0.19849424269264826
632,69,85,0.1658990256864482
633,69,86,0.645615589016829
634,69,87,0.7696191319751993
635,69,88,0.17121346324180686
636,69,89,0.14676705048715666
637,69,90,0.17617360496014167
638,69,91,0.35438441098317086
639,69,167,0.5269264836138174
640,69,171,0.6378210806023029
641,69,118,0.4217006200177148
642,69,119,0.4698848538529672
643,69,121,0.35013286093888396
644,69,122,0.20664304694419833
645,69,123,0.1162976085031
646,69,124,0.20239149689991132
647,69,125,0.308325952170062
648,69,126,0.1573959255978742
649,69,127,0.21231178033658105
650,69,128,0.26120460584588134
651,69,129,0.4713020372010628
652,69,130,0.29911426040744016
653,69,131,0.26049601417183343
654,70,75,0.6987599645704162
655,70,92,0.46527900797165633
656,70,93,0.42559787422497775
657,70,94,0.8872453498671391
658,70,95,0.6130203720106289
659,70,96,0.7310008857395925
660,70,97,0.8185119574844996
661,70,98,0.4348095659875997
662,70,197,0.5644818423383525
663,70,201,0.7791851195748449
664,70,206,0.4574844995571301
665,70,208,0.5155890168290522
666,70,210,0.46421612046058447
667,70,212,0.49539415411868903
668,70,214,0.39193976970770583
669,70,218,0.7069087688219663
670,70,133,0.8546501328609388
671,70,29,0.43658104517271923
672,70,49,0.6718334809565988
673,70,50,0.6172719220549158
674,71,72,0.8142604074402126
675,71,73,0.4645704162976084
676,71,77,0.7278122232063773
677,71,79,0.570504871567759
678,71,177,0.4875996457041629
679,71,178,0.5680248007085916
680,71,179,0.5318866253321523
681,71,180,0.5350752878653675
682,71,186,0.625066430469442
683,71,187,0.7894596988485385
684,71,190,0.6888396811337466
685,71,103,0.6084145261293179
686,71,104,0.5683790965456156
687,71,105,0.7437555358724535
688,71,106,0.6339238263950399
689,71,108,0.6367581930912312
690,71,109,0.8369353410097431
691,71,203,0.695571302037201
692,71,110,0.7437555358724535
693,71,209,0.6895482728077944
694,71,113,0.4610274579273693
695,71,114,0.5464127546501328
696,71,136,0.6169176262178919
697,71,137,0.7579273693534101
698,71,28,0.5917626217891939
699,72,73,0.5694419840566873
700,72,74,0.6424269264836138
701,72,77,0.5641275465013286
702,72,79,0.48086802480070856
703,72,81,0.5113374667847653
704,72,176,0.766784765279008
705,72,177,0.5924712134632418
706,72,178,0.6728963684676705
707,72,186,0.7295837023914968
708,72,187,0.8943312666076173
709,72,190,0.5449955713020371
710,72,103,0.7132860938883968
711,72,104,0.6728963684676705
712,72,105,0.5800708591674048
713,72,106,0.4698848538529672
714,72,107,0.39052258635961035
715,72,108,0.74162976085031
716,72,109,0.6732506643046944
717,72,203,0.5949512843224092
718,72,110,0.5800708591674048
719,72,111,0.4904340124003542
720,72,113,0.5658990256864481
721,72,114,0.6512843224092117
722,72,115,0.5740478299379982
723,72,117,0.7487156775907883
724,72,118,0.6689991142604075
725,72,119,0.4798051372896368
726,72,136,0.4532329495128432
727,72,137,0.5938883968113374
728,72,27,0.5669619131975199
729,72,28,0.6966341895482728
730,72,32,0.6838795394154118
731,8,9,0.7058458813108945
732,8,157,0.3827280779450841
733,8,160,0.31293179805137283
734,8,161,0.48724534986713897
735,8,162,0.5184233835252435
736,8,165,0.3678476527900797
737,8,166,0.3572187776793623
738,8,169,0.7430469441984057
739,8,170,0.49610274579273683
740,8,174,0.2824623560673162
741,8,175,0.407883082373782
742,8,11,0.8007971656333037
743,73,74,0.5031886625332151
744,73,79,0.703720106288751
745,73,80,0.629317980513729
746,73,81,0.7232063773250664
747,73,83,0.5276350752878654
748,73,171,0.5885739592559788
749,73,172,0.5524357838795394
750,73,176,0.6066430469441983
751,73,178,0.5127546501328609
752,73,187,0.7341895482728078
753,73,190,0.7678476527900797
754,73,104,0.5127546501328609
755,73,105,0.6973427812223206
756,73,106,0.5871567759078831
757,73,108,0.5814880425155005
758,73,109,0.5690876882196634
759,73,110,0.6973427812223206
